id,title,brand,prompt
agv_tourmodular_urban-tc-3,"AGV Tourmodular Urban TC-3",AGV,"Professional 8k studio product photography of a AGV Tourmodular Urban TC-3 motorcycle helmet. Features: matte Urban TC-3 finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
agv_x3000,"AGV X3000",AGV,"Professional 8k studio product photography of a AGV X3000 motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
agv_x3000_anthracite,"AGV X3000 Anthracite",AGV,"Professional 8k studio product photography of a AGV X3000 Anthracite motorcycle helmet. Features: matte Anthracite finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
agv_x3000_gloss-black,"AGV X3000 Gloss Black",AGV,"Professional 8k studio product photography of a AGV X3000 Gloss Black motorcycle helmet. Features: gloss Gloss Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
agv_x3000_racer-grey,"AGV X3000 Racer Grey",AGV,"Professional 8k studio product photography of a AGV X3000 Racer Grey motorcycle helmet. Features: gloss Racer Grey finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
agv_x3000_racer-tc-5,"AGV X3000 Racer TC-5",AGV,"Professional 8k studio product photography of a AGV X3000 Racer TC-5 motorcycle helmet. Features: gloss Racer TC-5 finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
agv_x3000_stripe-tc-2,"AGV X3000 Stripe TC-2",AGV,"Professional 8k studio product photography of a AGV X3000 Stripe TC-2 motorcycle helmet. Features: matte Stripe TC-2 finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
agv_x3000_tech-tc-1,"AGV X3000 Tech TC-1",AGV,"Professional 8k studio product photography of a AGV X3000 Tech TC-1 motorcycle helmet. Features: matte Tech TC-1 finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
airoh_aviator_2,"Airoh Aviator 2",Airoh,"Professional 8k studio product photography of a Airoh Aviator 2 motorcycle helmet. Features: Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
airoh_aviator_3,"Airoh Aviator 3",Airoh,"Professional 8k studio product photography of a Airoh Aviator 3 motorcycle helmet. Features: Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: atmospheric outdoor motocross track lighting, sunset, dust particles. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
airoh_aviator_3_hi-viz-yellow,"Airoh Aviator 3 Hi-Viz Yellow",Airoh,"Professional 8k studio product photography of a Airoh Aviator 3 Hi-Viz Yellow motorcycle helmet. Features: gloss Hi-Viz Yellow finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: atmospheric outdoor motocross track lighting, sunset, dust particles. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
airoh_aviator_3_matte-black,"Airoh Aviator 3 Matte Black",Airoh,"Professional 8k studio product photography of a Airoh Aviator 3 Matte Black motorcycle helmet. Features: matte Matte Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: atmospheric outdoor motocross track lighting, sunset, dust particles. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
airoh_aviator_3_stripe-red,"Airoh Aviator 3 Stripe Red",Airoh,"Professional 8k studio product photography of a Airoh Aviator 3 Stripe Red motorcycle helmet. Features: matte Stripe Red finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: atmospheric outdoor motocross track lighting, sunset, dust particles. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
airoh_aviator_3_vortex-tc-1,"Airoh Aviator 3 Vortex TC-1",Airoh,"Professional 8k studio product photography of a Airoh Aviator 3 Vortex TC-1 motorcycle helmet. Features: matte Vortex TC-1 finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: atmospheric outdoor motocross track lighting, sunset, dust particles. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
airoh_commander_2,"Airoh Commander 2",Airoh,"Professional 8k studio product photography of a Airoh Commander 2 motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
airoh_commander_2_flow-tc-2,"Airoh Commander 2 Flow TC-2",Airoh,"Professional 8k studio product photography of a Airoh Commander 2 Flow TC-2 motorcycle helmet. Features: matte Flow TC-2 finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
airoh_commander_2_matte-black,"Airoh Commander 2 Matte Black",Airoh,"Professional 8k studio product photography of a Airoh Commander 2 Matte Black motorcycle helmet. Features: matte Matte Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
airoh_commander_2_pearl-white,"Airoh Commander 2 Pearl White",Airoh,"Professional 8k studio product photography of a Airoh Commander 2 Pearl White motorcycle helmet. Features: gloss Pearl White finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
airoh_commander_2_silver-metallic,"Airoh Commander 2 Silver Metallic",Airoh,"Professional 8k studio product photography of a Airoh Commander 2 Silver Metallic motorcycle helmet. Features: gloss Silver Metallic finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
airoh_commander_3,"Airoh Commander 3",Airoh,"Professional 8k studio product photography of a Airoh Commander 3 motorcycle helmet. Features: Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
airoh_gp550_s,"Airoh GP550 S",Airoh,"Professional 8k studio product photography of a Airoh GP550 S motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
airoh_gp550_s_gloss-white,"Airoh GP550 S Gloss White",Airoh,"Professional 8k studio product photography of a Airoh GP550 S Gloss White motorcycle helmet. Features: gloss Gloss White finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
airoh_gp550_s_matte-black,"Airoh GP550 S Matte Black",Airoh,"Professional 8k studio product photography of a Airoh GP550 S Matte Black motorcycle helmet. Features: matte Matte Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
airoh_gp550_s_racer-blue,"Airoh GP550 S Racer Blue",Airoh,"Professional 8k studio product photography of a Airoh GP550 S Racer Blue motorcycle helmet. Features: matte Racer Blue finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
airoh_helios,"Airoh Helios",Airoh,"Professional 8k studio product photography of a Airoh Helios motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
airoh_helios_anthracite,"Airoh Helios Anthracite",Airoh,"Professional 8k studio product photography of a Airoh Helios Anthracite motorcycle helmet. Features: matte Anthracite finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
airoh_helios_gloss-black,"Airoh Helios Gloss Black",Airoh,"Professional 8k studio product photography of a Airoh Helios Gloss Black motorcycle helmet. Features: gloss Gloss Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
airoh_helios_gloss-white,"Airoh Helios Gloss White",Airoh,"Professional 8k studio product photography of a Airoh Helios Gloss White motorcycle helmet. Features: gloss Gloss White finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
airoh_helios_raptor-red,"Airoh Helios Raptor Red",Airoh,"Professional 8k studio product photography of a Airoh Helios Raptor Red motorcycle helmet. Features: matte Raptor Red finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
